12817,0,12321,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,0,12791,0,0,12540,0,0,12446,0,0,0,0,12622,12596,0,0,12235,0,0,12927,0,12766,0
12660,12506,0,0,0,0,12149,0,12194,0,12952,0,0,12281,0,0,0,12791,0,0,0,12902,0,0,0,0,0,0,0,0,0,0,0,0,0,12776,0,0,0,0
0,0,0,0,12900,0,0,0,0,0,0,0,0,0,0,12480,0,0,0,0,12071,0,12424,0,0,0,0,0,0,0,12960,12304,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12966,0,0,0,0,12254,0,0,0,12667,0,0,12071,0,0,0,12572,0,0,12145,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12720,0,12865,0,12955,0,0,0,0,12540,12902,0,0,0,12386,0,0,12182,0,0,0,0,0,0,0,0,12958,0,0,12128,0,0
0,0,0,0,0,0,0,0,0,12547,0,0,0,0,0,0,0,0,0,12424,0,12386,0,0,12270,0,0,0,0,0,0,0,0,0,0,0,0,0,12584,0
0,0,0,12012,0,0,0,12377,0,0,0,0,0,12106,0,0,12167,0,0,0,12572,0,0,0,0,12555,0,0,0,12650,12472,0,0,0,0,0,12420,0,0,0
0,0,12672,0,0,0,12285,0,0,0,12640,0,12987,0,0,12419,0,12446,0,0,0,0,12270,0,0,0,0,0,0,0,12163,0,0,0,0,0,0,0,12026,12363
0,12277,0,0,12979,0,0,0,0,0,0,0,0,0,12016,0,0,0,0,0,0,12182,0,12555,0,0,0,0,0,0,0,0,0,0,0,12570,0,0,0,0
0,0,0,12617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12145,0,0,0,0,0,0,0,12770,0,12067,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12860,0,0,0,12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12445,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12779,0,0,0,0,0,0,0,0,0,0,0,0,12770,0,0,0,0,0,12899,0,12701,0,12580,0,0,0
0,12730,0,12300,0,12060,0,0,0,0,0,0,0,12747,0,0,0,12622,0,0,0,0,0,12650,0,0,0,0,0,0,0,0,12886,0,0,0,0,12864,12035,0
0,0,0,12870,0,0,12570,0,12582,0,0,0,0,0,0,0,12982,12596,0,12960,0,0,0,12472,12163,0,12067,0,0,0,0,0,0,0,12755,12179,0,0,0,12858
0,0,0,0,12964,0,0,0,0,0,0,0,0,0,0,0,12752,0,0,12304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12183,12251,12756,0,12265,0,0,12067,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12899,12886,0,0,0,0,0,0,0,12796,0,12726
0,0,0,0,0,0,0,0,0,0,0,12863,0,12791,0,0,12373,12235,0,0,0,0,0,0,0,0,0,12445,0,0,0,0,0,0,0,0,0,0,12477,12163
12813,0,0,12600,0,0,0,0,0,0,12343,12817,0,0,0,0,0,0,0,0,0,12958,0,0,0,0,0,0,12701,0,12755,0,0,0,0,12677,0,12652,0,0
0,0,12298,0,0,12080,0,0,12571,0,12316,0,0,0,12510,0,0,0,12776,0,0,0,0,0,0,12570,0,0,0,0,12179,0,0,0,12677,0,0,0,0,0
0,0,0,0,0,0,0,0,12240,0,0,0,12571,0,0,0,0,12927,0,0,0,0,0,12420,0,0,0,0,12580,0,0,0,0,0,0,0,0,12594,0,0
0,0,12048,0,0,0,12220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12128,0,0,0,0,0,0,0,12864,0,0,12796,0,12652,0,12594,0,0,0
0,0,0,0,0,0,0,0,12433,0,0,12011,12435,12327,0,0,12179,12766,0,0,0,0,12584,0,12026,0,0,0,0,12035,0,0,0,12477,0,0,0,0,0,0
0,0,0,0,12409,0,12234,0,0,0,0,0,0,12140,0,12881,0,0,0,0,0,0,0,0,12363,0,0,0,0,0,12858,0,12726,12163,0,0,0,0,0,0
